point,value,outcome,source
1.02337,-3.55381,8,4
1.15129,-4.26183,8,4
1.27921,-5.11885,8,4
1.40714,-6.14518,8,4
1.4711,-6.72895,8,4
1.53506,-7.36395,8,4
1.59902,-8.05356,8,4
1.66298,-8.8014,8,4
1.72694,-9.61131,8,4
1.7909,-10.48738,8,4
1.85486,-11.434,8,4
1.91882,-12.45581,8,4
1.98278,-13.55779,8,4
2.04674,-14.74522,8,4
2.1107,-16.02377,8,4
2.17466,-17.39943,8,4
2.23862,-18.87863,8,4
2.30259,-20.46821,8,4
-2.30259,-18.46032,9,4
-2.04674,-15.93883,9,4
-1.7909,-13.50269,9,4
-1.53506,-11.1768,9,4
-1.27921,-8.9933,9,4
-1.15129,-7.96748,9,4
-1.02337,-6.9937,9,4
-0.89545,-6.07905,9,4
-0.76753,-5.23161,9,4
-0.63961,-4.46055,9,4
-0.51169,-3.77629,9,4
-0.38376,-3.19067,9,4
-0.25584,-2.71717,9,4
-0.1691,-2.46757,9,4
-0.08237,-2.28181,9,4
0.00437,-2.16567,9,4
0.09111,-2.12546,9,4
0.17348,-2.16382,9,4
0.25584,-2.28326,9,4
0.3198,-2.43635,9,4
0.38376,-2.64603,9,4
0.44772,-2.91604,9,4
0.51169,-3.25034,9,4
0.57565,-3.6532,9,4
0.63961,-4.12914,9,4
0.70357,-4.68298,9,4
0.76753,-5.31988,9,4
0.83149,-6.04531,9,4
0.89545,-6.86514,9,4
0.95941,-7.78558,9,4
1.02337,-8.81329,9,4
1.08733,-9.95535,9,4
1.15129,-11.21932,9,4
1.21525,-12.61324,9,4
1.27921,-14.1457,9,4
1.34317,-15.82586,9,4
1.40714,-17.66346,9,4
1.4711,-19.6689,9,4
1.53506,-21.85328,9,4
1.59902,-24.22841,9,4
1.631,-25.49141,9,4
1.66298,-26.80688,9,4
1.69496,-28.17654,9,4
1.72694,-29.60214,9,4
1.75892,-31.0855,9,4
1.7909,-32.6285,9,4
1.82288,-34.23307,9,4
1.85486,-35.90122,9,4
1.88684,-37.63501,9,4
1.91882,-39.43657,9,4
1.9508,-41.30811,9,4
1.98278,-43.25191,9,4
2.01476,-45.2703,9,4
2.04674,-47.36572,9,4
2.07872,-49.54067,9,4
2.1107,-51.79773,9,4
2.14268,-54.13957,9,4
2.17466,-56.56894,9,4
2.20664,-59.08869,9,4
2.23862,-61.70176,9,4
2.2706,-64.41118,9,4
2.30259,-67.22008,9,4
-2.30259,-11.11553,10,4
-1.7909,-9.61079,10,4
-1.27921,-8.1263,10,4
-0.76753,-6.6756,10,4
-0.25584,-5.28125,10,4
0.25584,-3.98091,10,4
0.76753,-2.83738,10,4
1.02337,-2.35487,10,4
1.27921,-1.95544,10,4
1.53506,-1.66334,10,4
1.7909,-1.50985,10,4
1.88883,-1.49592,10,4
2.09571,-1.56479,10,4
2.30259,-1.79212,10,4
-2.30259,-8.8875,11,4
-1.7909,-7.87532,11,4
-1.27921,-6.87063,11,4
-0.76753,-5.87842,11,4
-0.25584,-4.90702,11,4
0.25584,-3.97034,11,4
0.76753,-3.09158,11,4
1.27921,-2.30944,11,4
1.53506,-1.97336,11,4
1.7909,-1.68847,11,4
2.04674,-1.4697,11,4
2.30259,-1.33634,11,4
-2.30259,-115.63862,12,4
-2.04674,-105.43625,12,4
-1.7909,-95.3176,12,4
-1.53506,-85.30708,12,4
-1.27921,-75.43624,12,4
-1.15129,-70.56548,12,4
-1.02337,-65.74577,12,4
-0.89545,-60.98407,12,4
-0.76753,-56.28828,12,4
-0.63961,-51.66742,12,4
-0.51169,-47.13169,12,4
-0.38376,-42.69273,12,4
-0.25584,-38.36373,12,4
-0.12792,-34.15969,12,4
0,-30.09769,12,4
0.12792,-26.19709,12,4
0.25584,-22.47992,12,4
0.3198,-20.69781,12,4
0.38376,-18.97121,12,4
0.44772,-17.30377,12,4
0.51169,-15.69941,12,4
0.57565,-14.16229,12,4
0.63961,-12.69685,12,4
0.70357,-11.30783,12,4
0.76753,-10.00028,12,4
0.83149,-8.77957,12,4
0.89545,-7.65144,12,4
0.95941,-6.62201,12,4
1.02337,-5.69779,12,4
1.08733,-4.88574,12,4
1.15129,-4.19326,12,4
1.21525,-3.62826,12,4
1.27921,-3.19914,12,4
1.31593,-3.01764,12,4
1.35265,-2.88567,12,4
1.38937,-2.80506,12,4
1.42609,-2.77776,12,4
1.4717,-2.82104,12,4
1.5173,-2.95357,12,4
1.5629,-3.17952,12,4
1.6085,-3.50324,12,4
1.6541,-3.92929,12,4
1.6997,-4.46245,12,4
1.7453,-5.10771,12,4
1.7909,-5.87031,12,4
1.82288,-6.47807,12,4
1.85486,-7.14818,12,4
1.88684,-7.88268,12,4
1.91882,-8.68366,12,4
1.9508,-9.55328,12,4
1.98278,-10.49376,12,4
2.01476,-11.50743,12,4
2.04674,-12.59664,12,4
2.07872,-13.76386,12,4
2.1107,-15.01162,12,4
2.14268,-16.34254,12,4
2.17466,-17.75933,12,4
2.20664,-19.26476,12,4
2.23862,-20.86173,12,4
2.2706,-22.5532,12,4
2.30259,-24.34225,12,4
-2.30259,-20.19762,13,4
-1.7909,-17.19777,13,4
-1.27921,-14.24486,13,4
-0.76753,-11.37026,13,4
-0.25584,-8.62627,13,4
0,-7.32862,13,4
0.25584,-6.10018,13,4
0.51169,-4.96113,13,4
0.76753,-3.93754,13,4
1.02337,-3.06307,13,4
1.15129,-2.69488,13,4
1.27921,-2.38119,13,4
1.39475,-2.15086,13,4
1.51029,-1.97723,13,4
1.62583,-1.86724,13,4
1.74137,-1.82869,13,4
1.7909,-1.83618,13,4
1.91882,-1.929,13,4
2.04674,-2.13923,13,4
2.17466,-2.48289,13,4
2.30259,-2.97819,13,4
-2.30259,-3.74202,14,4
-1.7909,-3.24656,14,4
-1.27921,-2.76195,14,4
-0.76753,-2.29541,14,4
-0.25584,-1.85905,14,4
0.25584,-1.47301,14,4
0.76753,-1.17091,14,4
1.27921,-1.00883,14,4
1.41515,-1,14,4
1.7909,-1.08033,14,4
2.04674,-1.24901,14,4
2.30259,-1.54146,14,4
-2.30259,-3.78898,15,4
-1.7909,-2.92581,15,4
-1.27921,-2.16966,15,4
-1.02337,-1.8525,15,4
-0.76753,-1.59205,15,4
-0.51169,-1.40485,15,4
-0.25584,-1.31226,15,4
-0.18141,-1.30685,15,4
0.03722,-1.35833,15,4
0.25584,-1.52925,15,4
0.38376,-1.69602,15,4
0.51169,-1.92046,15,4
0.63961,-2.21045,15,4
0.76753,-2.57492,15,4
0.89545,-3.02404,15,4
1.02337,-3.56936,15,4
1.15129,-4.22401,15,4
1.27921,-5.00292,15,4
1.40714,-5.92302,15,4
1.53506,-7.00361,15,4
1.66298,-8.26656,15,4
1.72694,-8.97408,15,4
1.7909,-9.73678,15,4
1.85486,-10.5583,15,4
1.91882,-11.44254,15,4
1.98278,-12.39363,15,4
2.04674,-13.41599,15,4
2.1107,-14.51432,15,4
2.17466,-15.69365,15,4
2.23862,-16.95933,15,4
2.30259,-18.31705,15,4
-2.30259,-17.14029,16,4
-1.7909,-14.18854,16,4
-1.27921,-11.31588,16,4
-0.76753,-8.57513,16,4
-0.51169,-7.27983,16,4
-0.25584,-6.05443,16,4
0,-4.91931,16,4
0.25584,-3.90079,16,4
0.51169,-3.03287,16,4
0.63961,-2.66864,16,4
0.76753,-2.35945,16,4
0.8806,-2.13797,16,4
0.99367,-1.97118,16,4
1.10675,-1.86564,16,4
1.21982,-1.82869,16,4
1.27921,-1.83949,16,4
1.40714,-1.94085,16,4
1.53506,-2.16078,16,4
1.66298,-2.51546,16,4
1.7909,-3.02328,16,4
1.91882,-3.70515,16,4
1.98278,-4.11864,16,4
2.04674,-4.5848,16,4
2.1107,-5.10709,16,4
2.17466,-5.68923,16,4
2.23862,-6.33517,16,4
2.30259,-7.04912,16,4
-2.30259,-3.18366,17,4
-1.7909,-2.70088,17,4
-1.27921,-2.23741,17,4
-0.76753,-1.80616,17,4
-0.25584,-1.42864,17,4
0.25584,-1.14076,17,4
0.76753,-1.00241,17,4
0.83781,-1,17,4
1.27921,-1.11349,17,4
1.53506,-1.31097,17,4
1.7909,-1.64062,17,4
2.04674,-2.14098,17,4
2.17466,-2.4702,17,4
2.30259,-2.8618,17,4
-2.30259,-3.93989,18,4
-2.04674,-3.23251,18,4
-1.7909,-2.61725,18,4
-1.53506,-2.12098,18,4
-1.27921,-1.77839,18,4
-1.138,-1.67095,18,4
-0.99679,-1.63288,18,4
-0.88216,-1.66019,18,4
-0.76753,-1.74651,18,4
-0.63961,-1.92133,18,4
-0.51169,-2.18983,18,4
-0.38376,-2.5648,18,4
-0.25584,-3.06077,18,4
-0.12792,-3.69424,18,4
0,-4.48399,18,4
0.12792,-5.45133,18,4
0.19188,-6.00905,18,4
0.25584,-6.62051,18,4
0.3198,-7.28925,18,4
0.38376,-8.01906,18,4
0.44772,-8.81398,18,4
0.51169,-9.67829,18,4
0.57565,-10.6166,18,4
0.63961,-11.63378,18,4
0.70357,-12.73504,18,4
0.76753,-13.92594,18,4
0.83149,-15.2124,18,4
0.89545,-16.60073,18,4
0.95941,-18.09765,18,4
1.02337,-19.71035,18,4
1.08733,-21.44647,18,4
1.15129,-23.31415,18,4
1.21525,-25.3221,18,4
1.27921,-27.47957,18,4
1.34317,-29.79644,18,4
1.40714,-32.28324,18,4
1.4711,-34.95119,18,4
1.53506,-37.81226,18,4
1.56704,-39.31917,18,4
1.59902,-40.87921,18,4
1.631,-42.4941,18,4
1.66298,-44.16562,18,4
1.69496,-45.89563,18,4
1.72694,-47.68601,18,4
1.75892,-49.53873,18,4
1.7909,-51.45581,18,4
1.82288,-53.43936,18,4
1.85486,-55.49151,18,4
1.88684,-57.61452,18,4
1.91882,-59.81067,18,4
1.9508,-62.08236,18,4
1.98278,-64.43202,18,4
2.01476,-66.86219,18,4
2.04674,-69.3755,18,4
2.07872,-71.97464,18,4
2.1107,-74.6624,18,4
2.14268,-77.44166,18,4
2.17466,-80.3154,18,4
2.20664,-83.28668,18,4
2.23862,-86.35868,18,4
2.2706,-89.53467,18,4
2.30259,-92.81803,18,4
-2.30259,-4.69324,19,4
-1.7909,-4.18773,19,4
-1.27921,-3.68634,19,4
-0.76753,-3.19184,19,4
-0.25584,-2.70881,19,4
0.25584,-2.24493,19,4
0.76753,-1.813,19,4
1.27921,-1.43434,19,4
1.7909,-1.14456,19,4
2.30259,-1.00303,19,4
-2.30259,-3.81092,20,4
-1.7909,-3.31436,20,4
-1.27921,-2.8279,20,4
-0.76753,-2.35829,20,4
-0.25584,-1.91679,20,4
0.25584,-1.52219,20,4
0.76753,-1.20582,20,4
1.27921,-1.01992,20,4
1.4857,-1,20,4
1.7909,-1.0517,20,4
2.04674,-1.19145,20,4
2.30259,-1.44655,20,4
-2.30259,-3.46474,21,4
-1.7909,-2.97464,21,4
-1.27921,-2.49896,21,4
-0.76753,-2.04734,21,4
-0.25584,-1.63584,21,4
0.25584,-1.29128,21,4
0.76753,-1.05838,21,4
1.12985,-1,21,4
1.27921,-1.01173,21,4
1.53506,-1.09441,21,4
1.7909,-1.27577,21,4
2.04674,-1.58461,21,4
2.30259,-2.05808,21,4
-2.30259,-2.08955,22,4
-1.7909,-1.67322,22,4
-1.27921,-1.3206,22,4
-0.76753,-1.07425,22,4
-0.35576,-1,22,4
-0.25584,-1.00516,22,4
0,-1.0715,22,4
0.25584,-1.23178,22,4
0.51169,-1.51337,22,4
0.76753,-1.95166,22,4
0.89545,-2.24335,22,4
1.02337,-2.59231,22,4
1.15129,-3.00635,22,4
1.27921,-3.49434,22,4
1.40714,-4.06639,22,4
1.53506,-4.73395,22,4
1.66298,-5.51007,22,4
1.7909,-6.40956,22,4
1.91882,-7.44925,22,4
2.04674,-8.64828,22,4
2.17466,-10.02838,22,4
2.23862,-10.79394,22,4
2.30259,-11.61428,22,4
-2.30259,-113.43439,23,4
-1.7909,-97.78803,23,4
-1.27921,-82.28591,23,4
-1.02337,-74.61694,23,4
-0.76753,-67.0244,23,4
-0.51169,-59.53057,23,4
-0.25584,-52.16424,23,4
0,-44.96258,23,4
0.12792,-41.43799,23,4
0.25584,-37.97359,23,4
0.38376,-34.57757,23,4
0.51169,-31.25928,23,4
0.63961,-28.02931,23,4
0.76753,-24.89973,23,4
0.89545,-21.88423,23,4
1.02337,-18.99837,23,4
1.15129,-16.25986,23,4
1.27921,-13.6888,23,4
1.34317,-12.47308,23,4
1.40714,-11.30803,23,4
1.4711,-10.19699,23,4
1.53506,-9.14353,23,4
1.59902,-8.15145,23,4
1.66298,-7.22481,23,4
1.72694,-6.36793,23,4
1.7909,-5.58541,23,4
1.84967,-4.93618,23,4
1.90844,-4.35793,23,4
1.96721,-3.85495,23,4
2.02597,-3.4318,23,4
2.08474,-3.09331,23,4
2.14351,-2.8446,23,4
2.20228,-2.69112,23,4
2.26105,-2.63862,23,4
2.28182,-2.64535,23,4
2.30259,-2.66574,23,4
-2.30259,-80.07937,24,4
-2.04674,-72.20826,24,4
-1.7909,-64.42922,24,4
-1.53506,-56.76913,24,4
-1.27921,-49.26264,24,4
-1.15129,-45.58052,24,4
-1.02337,-41.95454,24,4
-0.89545,-38.39236,24,4
-0.76753,-34.90268,24,4
-0.63961,-31.4954,24,4
-0.51169,-28.18177,24,4
-0.38376,-24.97455,24,4
-0.25584,-21.88827,24,4
-0.12792,-18.93945,24,4
0,-16.14683,24,4
0.12792,-13.53172,24,4
0.19188,-12.29819,24,4
0.25584,-11.11837,24,4
0.3198,-9.99581,24,4
0.38376,-8.93429,24,4
0.44772,-7.93784,24,4
0.51169,-7.01077,24,4
0.57565,-6.15766,24,4
0.63961,-5.38338,24,4
0.70357,-4.69315,24,4
0.76753,-4.09252,24,4
0.84642,-3.48391,24,4
0.92531,-3.03258,24,4
1.0042,-2.75142,24,4
1.08309,-2.65441,24,4
1.13212,-2.69351,24,4
1.18115,-2.81342,24,4
1.23018,-3.01821,24,4
1.27921,-3.31213,24,4
1.34317,-3.83698,24,4
1.40714,-4.53168,24,4
1.4711,-5.40745,24,4
1.53506,-6.47626,24,4
1.56704,-7.087,24,4
1.59902,-7.75085,24,4
1.631,-8.46953,24,4
1.66298,-9.24482,24,4
1.69496,-10.07856,24,4
1.72694,-10.97265,24,4
1.75892,-11.92906,24,4
1.7909,-12.9498,24,4
1.82288,-14.03697,24,4
1.85486,-15.19273,24,4
1.88684,-16.4193,24,4
1.91882,-17.71899,24,4
1.9508,-19.09417,24,4
1.98278,-20.5473,24,4
2.01476,-22.08091,24,4
2.04674,-23.69761,24,4
2.07872,-25.4001,24,4
2.1107,-27.19119,24,4
2.14268,-29.07373,24,4
2.17466,-31.0507,24,4
2.20664,-33.12518,24,4
2.23862,-35.30033,24,4
2.2706,-37.57943,24,4
2.30259,-39.96584,24,4
-2.30259,-8.55692,25,4
-1.7909,-7.09452,25,4
-1.27921,-5.68064,25,4
-0.76753,-4.34773,25,4
-0.25584,-3.14988,25,4
0,-2.62782,25,4
0.25584,-2.17731,25,4
0.51169,-1.81924,25,4
0.76753,-1.58055,25,4
1.01484,-1.49592,25,4
1.14702,-1.52333,25,4
1.27921,-1.61065,25,4
1.40714,-1.76017,25,4
1.53506,-1.9824600000000001,25,4
1.66298,-2.28745,25,4
1.7909,-2.68644,25,4
1.91882,-3.19224,25,4
2.04674,-3.81944,25,4
2.17466,-4.58459,25,4
2.30259,-5.50653,25,4
-2.30259,-57.61366,26,4
-2.04674,-51.96174,26,4
-1.7909,-46.37758,26,4
-1.53506,-40.88096,26,4
-1.27921,-35.49739,26,4
-1.02337,-30.25983,26,4
-0.89545,-27.70866,26,4
-0.76753,-25.21085,26,4
-0.63961,-22.77368,26,4
-0.51169,-20.40543,26,4
-0.38376,-18.1155,26,4
-0.25584,-15.91459,26,4
-0.12792,-13.81483,26,4
0,-11.83003,26,4
0.12792,-9.97588,26,4
0.25584,-8.27021,26,4
0.38376,-6.73328,26,4
0.44772,-6.03517,26,4
0.51169,-5.38811,26,4
0.57565,-4.79549,26,4
0.63961,-4.26089,26,4
0.70357,-3.78814,26,4
0.76753,-3.38134,26,4
0.8405,-3.00333,26,4
0.91347,-2.72376,26,4
0.98644,-2.55008,26,4
1.05942,-2.49031,26,4
1.11437,-2.52568,26,4
1.16932,-2.63443,26,4
1.22426,-2.82072,26,4
1.27921,-3.08893,26,4
1.34317,-3.51044,26,4
1.40714,-4.05696,26,4
1.4711,-4.73674,26,4
1.53506,-5.55859,26,4
1.59902,-6.53189,26,4
1.66298,-7.66665,26,4
1.72694,-8.97352,26,4
1.7909,-10.46388,26,4
1.82288,-11.28162,26,4
1.85486,-12.14984,26,4
1.88684,-13.07018,26,4
1.91882,-14.04433,26,4
1.9508,-15.07404,26,4
1.98278,-16.16112,26,4
2.01476,-17.30743,26,4
2.04674,-18.51489,26,4
2.07872,-19.7855,26,4
2.1107,-21.12129,26,4
2.14268,-22.52441,26,4
2.17466,-23.99702,26,4
2.20664,-25.54139,26,4
2.23862,-27.15985,26,4
2.2706,-28.85482,26,4
2.30259,-30.62876,26,4
-2.30259,-2.56846,27,4
-1.7909,-2.11243,27,4
-1.27921,-1.6936,27,4
-0.76753,-1.3368,27,4
-0.25584,-1.08347,27,4
0.18256,-1,27,4
0.25584,-1.00275,27,4
0.51169,-1.06063,27,4
0.76753,-1.20997,27,4
1.02337,-1.47744,27,4
1.27921,-1.89748,27,4
1.40714,-2.17815,27,4
1.53506,-2.51457,27,4
1.66298,-2.91436,27,4
1.7909,-3.38617,27,4
1.91882,-3.93982,27,4
2.04674,-4.58648,27,4
2.17466,-5.33884,27,4
2.30259,-6.21132,27,4
-2.30259,-3.25575,28,4
-1.7909,-2.77088,28,4
-1.27921,-2.30392,28,4
-0.76753,-1.86683,28,4
-0.25584,-1.47959,28,4
0.25584,-1.1755,28,4
0.76753,-1.01009,28,4
0.91304,-1,28,4
1.27921,-1.07603,28,4
1.53506,-1.24067,28,4
1.7909,-1.52789,28,4
2.04674,-1.97344,28,4
2.17466,-2.26953,28,4
2.30259,-2.62349,28,4
-2.30259,-3.62209,29,4
-1.7909,-3.12876,29,4
-1.27921,-2.64769,29,4
-0.76753,-2.18707,29,4
-0.25584,-1.76057,29,4
0.25584,-1.39099,29,4
0.76753,-1.11635,29,4
1.27921,-1.00008,29,4
1.29203,-1,29,4
1.54147,-1.03386,29,4
1.7909,-1.14799,29,4
2.04674,-1.37228,29,4
2.30259,-1.73657,29,4
-2.30259,-11.34947,30,4
-1.7909,-9.84242,30,4
-1.27921,-8.35409,30,4
-0.76753,-6.89697,30,4
-0.25584,-5.49191,30,4
0.25584,-4.17372,30,4
0.76753,-3.0004,30,4
1.02337,-2.4962,30,4
1.27921,-2.06877,30,4
1.53506,-1.7405,30,4
1.7909,-1.54029,30,4
1.96796,-1.49592,30,4
2.13527,-1.54036,30,4
2.30259,-1.6843,30,4
-2.30259,-4.57896,31,4
-1.7909,-4.0742,31,4
-1.27921,-3.57407,31,4
-0.76753,-3.08167,31,4
-0.25584,-2.60215,31,4
0.25584,-2.14412,31,4
0.76753,-1.72194,31,4
1.27921,-1.35956,31,4
1.7909,-1.09692,31,4
2.266,-1,31,4
2.30259,-1.00068,31,4
-2.30259,-4.54937,32,4
-1.7909,-4.04482,32,4
-1.27921,-3.54505,32,4
-0.76753,-3.05323,32,4
-0.25584,-2.57469,32,4
0.25584,-2.11829,32,4
0.76753,-1.69882,32,4
1.27921,-1.34097,32,4
1.7909,-1.0859,32,4
2.2361,-1,32,4
2.30259,-1.00226,32,4
-2.30259,-21.62904,33,4
-1.7909,-18.15234,33,4
-1.27921,-14.74586,33,4
-0.76753,-11.45651,33,4
-0.51169,-9.8785,33,4
-0.25584,-8.36255,33,4
0,-6.92677,33,4
0.25584,-5.59452,33,4
0.51169,-4.39599,33,4
0.76753,-3.37016,33,4
0.89545,-2.93722,33,4
1.02337,-2.5674,33,4
1.15129,-2.2693,33,4
1.27921,-2.05272,33,4
1.38602,-1.94234,33,4
1.49283,-1.90379,33,4
1.64187,-1.98554,33,4
1.71638,-2.0925,33,4
1.7909,-2.24808,33,4
1.91882,-2.63959,33,4
2.04674,-3.20672,33,4
2.1107,-3.56351,33,4
2.17466,-3.97343,33,4
2.23862,-4.44001,33,4
2.30259,-4.96698,33,4
-2.30259,-3.9441,34,4
-1.7909,-3.44562,34,4
-1.27921,-2.95595,34,4
-0.76753,-2.48099,34,4
-0.25584,-2.03056,34,4
0.25584,-1.62107,34,4
0.76753,-1.27984,34,4
1.27921,-1.05251,34,4
1.62176,-1,34,4
1.7909,-1.01515,34,4
2.04674,-1.10458,34,4
2.30259,-1.29468,34,4
-2.30259,-3.8231,35,4
-1.7909,-3.32635,35,4
-1.27921,-2.83958,35,4
-0.76753,-2.36945,35,4
-0.25584,-1.92709,35,4
0.25584,-1.53104,35,4
0.76753,-1.21224,35,4
1.27921,-1.02231,35,4
1.49817,-1,35,4
1.7909,-1.04735,35,4
2.04674,-1.18221,35,4
2.30259,-1.43098,35,4
-2.30259,-33.56358,1,5
-2.04674,-28.75177,1,5
-1.7909,-24.10348,1,5
-1.66298,-21.85505,1,5
-1.53506,-19.66639,1,5
-1.40714,-17.54564,1,5
-1.27921,-15.50208,1,5
-1.15129,-13.54623,1,5
-1.02337,-11.69007,1,5
-0.89545,-9.9472,1,5
-0.76753,-8.33308,1,5
-0.63961,-6.86528,1,5
-0.51169,-5.56377,1,5
-0.44772,-4.98235,1,5
-0.38376,-4.45124,1,5
-0.3198,-3.97377,1,5
-0.25584,-3.55348,1,5
-0.16997,-3.0858,1,5
-0.0841,-2.73786,1,5
0.00177,-2.52042,1,5
0.08763,-2.44517,1,5
0.17174,-2.52157,1,5
0.21379,-2.61953,1,5
0.25584,-2.75964,1,5
0.3198,-3.05761,1,5
0.38376,-3.46398,1,5
0.44772,-3.98591,1,5
0.51169,-4.63103,1,5
0.57565,-5.40747,1,5
0.63961,-6.32392,1,5
0.70357,-7.38962,1,5
0.76753,-8.61443,1,5
0.83149,-10.00885,1,5
0.89545,-11.58409,1,5
0.95941,-13.35209,1,5
0.99139,-14.31233,1,5
1.02337,-15.32559,1,5
1.05535,-16.39361,1,5
1.08733,-17.51816,1,5
1.11931,-18.70108,1,5
1.15129,-19.94426,1,5
1.18327,-21.24967,1,5
1.21525,-22.61933,1,5
1.24723,-24.05532,1,5
1.27921,-25.55981,1,5
1.31119,-27.13501,1,5
1.34317,-28.78322,1,5
1.37515,-30.50682,1,5
1.40714,-32.30826,1,5
1.43912,-34.19006,1,5
1.4711,-36.15484,1,5
1.50308,-38.2053,1,5
1.53506,-40.34421,1,5
1.56704,-42.57446,1,5
1.59902,-44.89901,1,5
1.631,-47.32093,1,5
1.66298,-49.84337,1,5
1.69496,-52.46962,1,5
1.72694,-55.20303,1,5
1.75892,-58.0471,1,5
1.7909,-61.00541,1,5
1.82288,-64.08169,1,5
1.85486,-67.27976,1,5
1.88684,-70.60359,1,5
1.91882,-74.05726,1,5
1.9508,-77.64498,1,5
1.98278,-81.37112,1,5
2.01476,-85.24018,1,5
2.04674,-89.25679,1,5
2.07872,-93.42576,1,5
2.1107,-97.75203,1,5
2.14268,-102.24071000000001,1,5
2.17466,-106.8971,1,5
2.20664,-111.72662,1,5
2.23862,-116.73492,1,5
2.2706,-121.9278,1,5
2.30259,-127.31125,1,5
-2.30259,-30.93048,2,5
-2.04674,-26.3821,2,5
-1.7909,-21.99946,2,5
-1.66298,-19.88489,2,5
-1.53506,-17.83088,2,5
-1.40714,-15.84571,2,5
-1.27921,-13.93877,2,5
-1.15129,-12.12073,2,5
-1.02337,-10.40373,2,5
-0.89545,-8.80156,2,5
-0.76753,-7.32987,2,5
-0.63961,-6.00649,2,5
-0.51169,-4.85165,2,5
-0.44772,-4.3445,2,5
-0.38376,-3.88835,2,5
-0.3198,-3.48656,2,5
-0.25584,-3.14272,2,5
-0.18553,-2.83619,2,5
-0.11522,-2.60976,2,5
-0.04491,-2.46927,2,5
0.0254,-2.42097,2,5
0.08301,-2.45481,2,5
0.14062,-2.55898,2,5
0.19823,-2.73766,2,5
0.25584,-2.99527,2,5
0.3198,-3.37942,2,5
0.38376,-3.87343,2,5
0.44772,-4.48457,2,5
0.51169,-5.22057,2,5
0.57565,-6.08967,2,5
0.63961,-7.10067,2,5
0.70357,-8.26293,2,5
0.76753,-9.58646,2,5
0.83149,-11.0819,2,5
0.89545,-12.76061,2,5
0.92743,-13.67244,2,5
0.95941,-14.63469,2,5
0.99139,-15.649,2,5
1.02337,-16.71705,2,5
1.05535,-17.8406,2,5
1.08733,-19.02144,2,5
1.11931,-20.26145,2,5
1.15129,-21.56253,2,5
1.18327,-22.92669,2,5
1.21525,-24.35596,2,5
1.24723,-25.85246,2,5
1.27921,-27.41838,2,5
1.31119,-29.05597,2,5
1.34317,-30.76757,2,5
1.37515,-32.55557,2,5
1.40714,-34.42247,2,5
1.43912,-36.37082,2,5
1.4711,-38.40327,2,5
1.50308,-40.52255,2,5
1.53506,-42.73149,2,5
1.56704,-45.033,2,5
1.59902,-47.43009,2,5
1.631,-49.92587,2,5
1.66298,-52.52353,2,5
1.69496,-55.2264,2,5
1.72694,-58.03789,2,5
1.75892,-60.96152,2,5
1.7909,-64.00096,2,5
1.82288,-67.15995,2,5
1.85486,-70.44239,2,5
1.88684,-73.85228,2,5
1.91882,-77.39377,2,5
1.9508,-81.07113,2,5
1.98278,-84.88879,2,5
2.01476,-88.85129,2,5
2.04674,-92.96335,2,5
2.07872,-97.22982,2,5
2.1107,-101.65573,2,5
2.14268,-106.24625,2,5
2.17466,-111.00674,2,5
2.20664,-115.94271,2,5
2.23862,-121.05988,2,5
2.2706,-126.36412,2,5
2.30259,-131.86152,2,5
-2.30259,-39.46319,3,5
-1.7909,-32.99714,3,5
-1.27921,-26.65526,3,5
-1.02337,-23.55499,3,5
-0.76753,-20.52051,3,5
-0.51169,-17.57102,3,5
-0.25584,-14.73128,3,5
0,-12.0333,3,5
0.12792,-10.74995,3,5
0.25584,-9.51841,3,5
0.38376,-8.34574,3,5
0.51169,-7.23998,3,5
0.63961,-6.21026,3,5
0.76753,-5.26696,3,5
0.89545,-4.42187,3,5
1.02337,-3.68839,3,5
1.15129,-3.08175,3,5
1.27921,-2.61926,3,5
1.34486,-2.44418,3,5
1.41051,-2.31513,3,5
1.47616,-2.23523,3,5
1.54181,-2.20782,3,5
1.60408,-2.23356,3,5
1.66636,-2.31296,3,5
1.7286300000000001,-2.44948,3,5
1.7909,-2.64679,3,5
1.85486,-2.91683,3,5
1.91882,-3.25962,3,5
1.98278,-3.67998,3,5
2.04674,-4.18303,3,5
2.1107,-4.77422,3,5
2.17466,-5.45938,3,5
2.23862,-6.24471,3,5
2.30259,-7.13684,3,5
-2.30259,-8.41271,4,5
-2.04674,-7.29078,4,5
-1.7909,-6.21471,4,5
-1.53506,-5.19787,4,5
-1.27921,-4.25751,4,5
-1.02337,-3.41596,4,5
-0.76753,-2.702,4,5
-0.51169,-2.15284,4,5
-0.25584,-1.81652,4,5
-0.16592,-1.75992,4,5
-0.076,-1.7403,4,5
0.08992,-1.8131,4,5
0.25584,-2.04876,4,5
0.38376,-2.35998,4,5
0.51169,-2.80096,4,5
0.63961,-3.3894,4,5
0.76753,-4.14543,4,5
0.83149,-4.59331,4,5
0.89545,-5.0919,4,5
0.95941,-5.64455,4,5
1.02337,-6.25482,4,5
1.08733,-6.92653,4,5
1.15129,-7.66372,4,5
1.21525,-8.47074,4,5
1.27921,-9.35217,4,5
1.34317,-10.31295,4,5
1.40714,-11.35831,4,5
1.4711,-12.49385,4,5
1.53506,-13.7255,4,5
1.59902,-15.05964,4,5
1.66298,-16.50301,4,5
1.72694,-18.06285,4,5
1.7909,-19.74683,4,5
1.85486,-21.56317,4,5
1.91882,-23.5206,4,5
